0:00叫我	alerts
0:10的闹钟	alerts
0:20叫我起床	alerts
0:30叫醒我哟	alerts
0:39的闹钟取消	alerts
0:40提醒我收割	alerts
0:45的闹钟	alerts
0:51叫我	alerts
0:零十	chat
000670股票	stock
000723股票怎么样	stock
000725股价多少	stock
002049股票怎么样	stock
005007片头专辑	music
015等于多少	calculator
020定个14:20闹钟	alerts
02yde2a唱这首歌	music
080现在几点啦	time
1.05分	chat
1.05分闹钟	alerts
1.25倍播放速度	alerts
1.3218分的时候叫我	alerts
1.5下午1:50的	alerts
1:10叫我	alerts
1:2和一比	chat
1:45叫我起床	alerts
1+1活动2号多	alerts
10.01分	chat
10.05分	chat
10.411:40叫我	alerts
10/10分钟之后提醒我	alerts
10:02叫我起床	alerts
10:02了提醒我	alerts
10:03叫我	alerts
10:05叫我	alerts
10:05提醒我关火	alerts
10:05提醒我睡觉	alerts
10:08叫我	alerts
10:08叫我起床	alerts
10:09叫我起床	alerts
10:10的闹钟	alerts
10:10的时候请提醒我	alerts
10:10的时候提醒我去吃饭	alerts
10:10叫宝宝游泳	alerts
10:10叫我	alerts
10:10叫我关火	alerts
10:10叫我起床	alerts
10:10叫我学习	alerts
10:10今晚10:10的闹钟	alerts
10:10闹钟	alerts
10:10提醒我	alerts
10:10提醒我尽量玩会哈	alerts
10:10提醒我去洗澡	alerts
10:10提醒我写暑假作业	alerts
10:11提醒我吃饼干	alerts
10:13提醒我	alerts
10:15的闹钟	alerts
10:15叫我	alerts
10:15叫我吃药	alerts
10:15提醒我睡觉	alerts
10:16上闹铃	alerts
10:17提醒我时间吧	alerts
10:18喊我吃饭	alerts
10:18提醒我中信银行	alerts
10:20播放女人如烟提醒我吃饭的时间	alerts
10:20播放女人如烟我要吃饭	alerts
10:20的时候提醒我去刷牙	alerts
10:20定个闹钟	alerts
10:20喊我起来	alerts
10:20叫我	alerts
10:20叫我起床	alerts
10:20叫醒我	alerts
10:20闹钟	alerts
10:20提醒王子洋拉二胡！	alerts
10:20提醒我	alerts
10:20通知我收手机	alerts
10:21分钟叫我起床	alerts
10:21叫我起床	alerts
10:22的闹铃	alerts
10:22提醒我	alerts
10:23的闹钟	alerts
10:25的闹钟	alerts
10:25叫我	alerts
10:25叫我起床	alerts
10:25叫我一下	alerts
10:25闹钟	alerts
10:25提醒我	alerts
10:26闹钟	alerts
10:27的闹钟	alerts
10:30播放周杰伦的歌！	alerts
10:30的闹钟	alerts
10:30的闹钟叫醒我	alerts
10:30的闹钟取消	alerts
10:30的时候叫我	alerts
10:30的时候提醒我	alerts
10:30的时候提醒我去吃早饭	alerts
10:30叫我	alerts
10:30闹钟	alerts
10:30提醒喝药	alerts
10:30提醒我	alerts
10:30提醒我传饭	alerts
10:30提醒我睡觉	alerts
10:30提醒我下班	alerts
10:30提醒我转弯微波罗	alerts
10:30调个闹钟	alerts
10:30再叫我	alerts
10:31的闹钟取消	alerts
10:31闹钟取消	alerts
10:32提醒我	alerts
10:35提醒我收手机	alerts
10:37的时候叫我	alerts
10:38的时候记得叫我起床啊	alerts
10:38叫我	alerts
10:40的闹钟	alerts
10:40的闹钟播放醉赤壁	alerts
10:40的时候提醒我	alerts
10:40叫我	alerts
10:40叫我啊	alerts
10:40叫我关怀	alerts
10:40叫我起床	alerts
10:40叫我睡觉	alerts
10:40闹钟	alerts
10:40提醒28000	alerts
10:40提醒我	alerts
10:40提醒我把电池关掉	alerts
10:40提醒我吃饭	alerts
10:40提醒我吃药	alerts
10:40提醒我该玩游戏了	alerts
10:40提醒我关闭电影	alerts
10:40提醒我今天的单词还没有背	alerts
10:40提醒我开会去	alerts
10:40提醒我煮面	alerts
10:45的闹钟	alerts
10:45喊我起床	alerts
10:45叫我	alerts
10:45叫我起床	alerts
10:45叫醒我	alerts
10:45闹钟	alerts
10:45提醒我关火	alerts
10:46闹铃响	alerts
10:49叫我起床	alerts
10:50的闹钟	alerts
10:50的时候记得叫我去弄饭	alerts
10:50的时候叫我	alerts
10:50叫我	alerts
10:50叫我起床	alerts
10:50叫醒我	alerts
10:50闹钟	alerts
10:50闹钟提醒	alerts
10:50提醒我	alerts
10:50提醒我关火	alerts
10:50提醒我请叔叔	alerts
10:50提醒我信用卡	alerts
10:52的时候叫我	alerts
10:52提醒我打卡	alerts
10:54叫我	alerts
10:54叫我起床	alerts
10:54提醒我打卡	alerts
10:55的闹钟	alerts
10:55的闹钟取消	alerts
10:55叫我起床	alerts
10:55闹钟	alerts
10:55你叫我我要休息一下	alerts
10:55提醒我	alerts
10:56叫我起床	alerts
10:57提醒我	alerts
10:58闹钟	alerts
10:58提醒我中信银行	alerts
10:59提醒我开会	alerts
10:99的闹钟	alerts
10:零十提醒我	alerts
100年后提醒我起床	alerts
100年之后	chat
100万欧100万人民币等于多少万恩呢	calculator
101广播	fm
103快过来想好晚上吃什么呢一定是已经开始咯一会接到一陌生之后大家会怎么应对这个问题为什么那个突然说起来这件事情	chat
106000还有106000等于几	calculator
107分钟后提醒我看小鸡	alerts
10点半	chat
10点半10点半叫我	alerts
